,la,esperanto
murmuris,denove,esperanto
denove,la,esperanto
la,damo,esperanto
damo,aŭdos,esperanto
aŭdos,vin,esperanto
vin,ŝi,esperanto
ŝi,ja,esperanto
ja,alvenis,esperanto
alvenis,iom,esperanto
iom,malfrue,esperanto
malfrue,kaj,esperanto
kaj,la,esperanto
la,damo,esperanto
damo,diris—,esperanto
diris—,ĉeiĝu,esperanto
ĉeiĝu,la,esperanto
la,ludlokojn,esperanto
ludlokojn,ektondris,esperanto
ektondris,la,esperanto
la,damo,esperanto
damo,oni,esperanto
oni,tuj,esperanto
tuj,komencis,esperanto
komencis,ĉirkaŭkuri,esperanto
ĉirkaŭkuri,en,esperanto
en,ĉiu,esperanto
ĉiu,direkto,esperanto
direkto,kaj,esperanto
kaj,pro,esperanto
pro,la,esperanto
la,klopodoj,esperanto
klopodoj,ĉeiĝi,esperanto
ĉeiĝi,faligis,esperanto
faligis,sin,esperanto
sin,reciproke,esperanto
reciproke,tamen,esperanto
tamen,en,esperanto
en,la,esperanto
la,fino,esperanto
fino,post,esperanto
post,kelke,esperanto
kelke,da,esperanto
da,minutoj,esperanto
minutoj,ĉiuj,esperanto
ĉiuj,trovis,esperanto
trovis,la,esperanto
la,proprajn,esperanto
proprajn,lokojn,esperanto
lokojn,kaj,esperanto
kaj,la,esperanto
la,ludo,esperanto
ludo,komenciĝis,esperanto
komenciĝis,neniam,esperanto
neniam,en,esperanto
en,la,esperanto
la,tuta,esperanto
tuta,vivo,esperanto
vivo,alicio,esperanto
alicio,vidis,esperanto
vidis,tian,esperanto
tian,strangan,esperanto
strangan,kroketludejon,esperanto
kroketludejon,ĉie,esperanto
ĉie,sur,esperanto
sur,la,esperanto
la,grundo,esperanto
grundo,alterniĝis,esperanto
alterniĝis,paralelaj,esperanto
paralelaj,ondlinioj,esperanto
ondlinioj,anstataŭ,esperanto
anstataŭ,lignopilkoj,esperanto
lignopilkoj,oni,esperanto
oni,uzis,esperanto
uzis,erinacojn,esperanto
erinacojn,por,esperanto
por,frapi,esperanto
frapi,ilin,esperanto
ilin,anstataŭ,esperanto
anstataŭ,la,esperanto
la,ordinara,esperanto
ordinara,lignomartelaĵo,esperanto
lignomartelaĵo,oni,esperanto
oni,havis,esperanto
havis,vivantan,esperanto
vivantan,fenikopteron,esperanto
fenikopteron,kaj,esperanto
kaj,la,esperanto
la,arkojn,esperanto
arkojn,oni,esperanto
oni,anstataŭis,esperanto
anstataŭis,per,esperanto
per,soldatoj,esperanto
soldatoj,kiuj,esperanto
kiuj,devis,esperanto
devis,kurbigi,esperanto
kurbigi,sin,esperanto
sin,kaj,esperanto
kaj,staradi,esperanto
staradi,senmove,esperanto
senmove,sur,esperanto
sur,la,esperanto
la,manoj,esperanto
manoj,kaj,esperanto
kaj,piedoj,esperanto
piedoj,egale,esperanto
egale,por,esperanto
por,alicio,esperanto
alicio,la,esperanto
la,ĉefa,esperanto
ĉefa,malfacilo,esperanto
malfacilo,estis,esperanto
estis,la,esperanto
la,malfacilo,esperanto
malfacilo,elregi,esperanto
elregi,la,esperanto
la,fenikopteron,esperanto
fenikopteron,prosperis,esperanto
prosperis,al,esperanto
al,ŝi,esperanto
ŝi,komforte,esperanto
komforte,formeti,esperanto
formeti,la,esperanto
la,korpon,esperanto
korpon,sub,esperanto
sub,sia,esperanto
sia,brako,esperanto
brako,kun,esperanto
kun,la,esperanto
la,kruroj,esperanto
kruroj,pendantaj,esperanto
pendantaj,post,esperanto
post,ŝi,esperanto
ŝi,sed,esperanto
sed,plej,esperanto
plej,ofte,esperanto
ofte,kiam,esperanto
kiam,ŝi,esperanto
ŝi,jam,esperanto
jam,bone,esperanto
bone,rektigis,esperanto
rektigis,la,esperanto
la,kolon,esperanto
kolon,kaj,esperanto
kaj,estis,esperanto
estis,preta,esperanto
preta,frapi,esperanto
frapi,per,esperanto
per,ĝia,esperanto
ĝia,kapo,esperanto
kapo,la,esperanto
la,erinacon,esperanto
erinacon,ĝi,esperanto
ĝi,persistis,esperanto
persistis,ĉirkaŭtordi,esperanto
ĉirkaŭtordi,sin,esperanto
sin,kaj,esperanto
kaj,rigardi,esperanto
rigardi,en,esperanto
en,ŝian,esperanto
ŝian,vizaĝon,esperanto
vizaĝon,kun,esperanto
kun,ridinde,esperanto
ridinde,konfuzita,esperanto
konfuzita,mieno,esperanto
mieno,ĉe,esperanto
ĉe,ĉiu,esperanto
ĉiu,revido,esperanto
revido,de,esperanto
de,tiu,esperanto
tiu,konfuzita,esperanto
konfuzita,birdvizaĝo,esperanto
birdvizaĝo,ŝi,esperanto
ŝi,ne,esperanto
ne,povis,esperanto
povis,ne,esperanto
ne,ekridegi,esperanto
ekridegi,ankaŭ,esperanto
ankaŭ,kiam,esperanto
kiam,ŝi,esperanto
ŝi,sukcesis,esperanto
sukcesis,malsuprenigi,esperanto
malsuprenigi,la,esperanto
la,kapon,esperanto
kapon,kaj,esperanto
kaj,denove,esperanto
denove,volis,esperanto
volis,fari,esperanto
fari,la,esperanto
la,frapon,esperanto
frapon,jen,esperanto
jen,la,esperanto
la,erinaco,esperanto
erinaco,malvolvinte,esperanto
malvolvinte,sin,esperanto
sin,dum,esperanto
dum,ŝi,esperanto
ŝi,penis,esperanto
penis,mastrumi,esperanto
mastrumi,la,esperanto
la,birdon,esperanto
birdon,jam,esperanto
jam,rampas,esperanto
rampas,for,esperanto
for,krom,esperanto
krom,ĉio,esperanto
ĉio,ĉi,esperanto
ĉi,en,esperanto
en,la,esperanto
la,direkto,esperanto
direkto,kien,esperanto
kien,ŝi,esperanto
ŝi,volas,esperanto
volas,frapsendi,esperanto
frapsendi,la,esperanto
la,erinacon,esperanto
erinacon,plej,esperanto
plej,ofte,esperanto
ofte,malhelpis,esperanto
malhelpis,la,esperanto
la,tre,esperanto
tre,onda,esperanto
onda,grundsurfaco,esperanto
grundsurfaco,kaj,esperanto
kaj,fine,esperanto
fine,la,esperanto
la,arkoj,esperanto
arkoj,ofte,esperanto
ofte,rektigis,esperanto
rektigis,sin,esperanto
sin,kaj,esperanto
kaj,marŝis,esperanto
marŝis,for,esperanto
for,por,esperanto
por,alparoli,esperanto
alparoli,aliajn,esperanto
aliajn,arkojn,esperanto
arkojn,alicio,esperanto
alicio,baldaŭ,esperanto
baldaŭ,konvinkiĝis,esperanto
konvinkiĝis,ke,esperanto
ke,la,esperanto
la,kroketludo,esperanto
kroketludo,kiel,esperanto
kiel,oni,esperanto
oni,ludas,esperanto
ludas,ĝin,esperanto
ĝin,ĉe,esperanto
ĉe,la,esperanto
la,kera,esperanto
kera,damo,esperanto
damo,estas,esperanto
estas,tre,esperanto
tre,malfacila,esperanto
malfacila,la,esperanto
la,partoprenantoj,esperanto
partoprenantoj,ne,esperanto
ne,atendante,esperanto
atendante,la,esperanto
la,vicon,esperanto
vicon,ludis,esperanto
ludis,ĉiuj,esperanto
ĉiuj,samtempe,esperanto
samtempe,oni,esperanto
oni,ĉiam,esperanto
ĉiam,diskutadis,esperanto
diskutadis,kies,esperanto
kies,estas,esperanto
estas,la,esperanto
la,diversaj,esperanto
diversaj,erinacoj,esperanto
erinacoj,oni,esperanto
oni,malpacis,esperanto
malpacis,kaj,esperanto
kaj,eĉ,esperanto
eĉ,batalis,esperanto
batalis,por,esperanto
por,posedi,esperanto
posedi,ilin,esperanto
ilin,post,esperanto
post,ne,esperanto
ne,longa,esperanto
longa,tempo,esperanto
tempo,la,esperanto
la,damo,esperanto
damo,tute,esperanto
tute,furioziĝis,esperanto
furioziĝis,ĉirkaŭ,esperanto
ĉirkaŭ,marŝegante,esperanto
marŝegante,kaj,esperanto
kaj,kriegante,esperanto
kriegante,ĉiuminute,esperanto
ĉiuminute,oni,esperanto
oni,senkapigu,esperanto
senkapigu,lin,esperanto
lin,oni,esperanto
oni,senkapigu,esperanto
senkapigu,ŝin,esperanto
ŝin,tio,esperanto
tio,estis,esperanto
estis,por,esperanto
por,alicio,esperanto
alicio,tre,esperanto
tre,maltrankviliga,esperanto
maltrankviliga,estas,esperanto
estas,vero,esperanto
vero,ke,esperanto
ke,ĝis,esperanto
ĝis,nun,esperanto
nun,ŝi,esperanto
ŝi,ne,esperanto
ne,havis,esperanto
havis,disputon,esperanto
disputon,kun,esperanto
kun,la,esperanto
la,damo,esperanto
damo,sed,esperanto
sed,ŝi,esperanto
ŝi,tre,esperanto
tre,bone,esperanto
bone,sciis,esperanto
sciis,ke,esperanto
ke,tio,esperanto
tio,facile,esperanto
facile,povas,esperanto
povas,okazi,esperanto
okazi,kaj,esperanto
kaj,se,esperanto
se,mi,esperanto
mi,ofendos,esperanto
ofendos,ŝin,esperanto
ŝin,pensis,esperanto
pensis,ŝi,esperanto
ŝi,kio,esperanto
kio,okazos,esperanto
okazos,al,esperanto
al,mi,esperanto
mi,tie,esperanto
tie,ĉi,esperanto
ĉi,oni,esperanto
oni,tiel,esperanto
tiel,ofte,esperanto
ofte,ordonas,esperanto
ordonas,senkapigojn,esperanto
senkapigojn,ke,esperanto
ke,mirinde,esperanto
mirinde,estas,esperanto
estas,ke,esperanto
ke,eĉ,esperanto
eĉ,unu,esperanto
unu,individuo,esperanto
individuo,restas,esperanto
restas,vivanta,esperanto
vivanta,ŝi,esperanto
ŝi,ĉirkaŭrigardis,esperanto
ĉirkaŭrigardis,serĉante,esperanto
serĉante,rimedojn,esperanto
rimedojn,por,esperanto
por,forkuri,esperanto
forkuri,kaj,esperanto
kaj,dubante,esperanto
dubante,ĉu,esperanto
ĉu,ŝi,esperanto
ŝi,povos,esperanto
povos,retiri,esperanto
retiri,sin,esperanto
sin,nerimarkite,esperanto
nerimarkite,dum,esperanto
dum,tiu,esperanto
tiu,ĉirkaŭrigardado,esperanto
ĉirkaŭrigardado,ŝi,esperanto
ŝi,rimarkis,esperanto
rimarkis,strangan,esperanto
strangan,aperon,esperanto
aperon,en,esperanto
en,la,esperanto
la,aero,esperanto
aero,unue,esperanto
unue,ŝi,esperanto
ŝi,ne,esperanto
ne,povis,esperanto
povis,imagi,esperanto
imagi,kio,esperanto
kio,ĝi,esperanto
ĝi,estas,esperanto
estas,sed,esperanto
sed,observinte,esperanto
observinte,ĝin,esperanto
ĝin,kelke,esperanto
kelke,da,esperanto
da,momentoj,esperanto
momentoj,ŝi,esperanto
ŝi,konstatis,esperanto
konstatis,ke,esperanto
ke,ĝi,esperanto
ĝi,estas,esperanto
estas,grimaco,esperanto
grimaco,do,esperanto
do,la,esperanto
la,ĉeŝŝa,esperanto
ĉeŝŝa,kato,esperanto
kato,venas,esperanto
venas,ŝi,esperanto
ŝi,konkludis,esperanto
konkludis,nun,esperanto
nun,mi,esperanto
mi,havos,esperanto
havos,kunparolanton,esperanto
kunparolanton,ĉu,esperanto
ĉu,vi,esperanto
vi,bone,esperanto
bone,progresas,esperanto
progresas,en,esperanto
en,la,esperanto
la,ludo,esperanto
ludo,diris,esperanto
diris,la,esperanto
la,kato,esperanto
kato,kiam,esperanto
kiam,aperis,esperanto
aperis,nur,esperanto
nur,la,esperanto
la,buŝo,esperanto
buŝo,kaj,esperanto
kaj,la,esperanto
la,cetera,esperanto
cetera,parolilaro,esperanto
parolilaro,tuj,esperanto
tuj,kiam,esperanto
kiam,aperis,esperanto
aperis,la,esperanto
la,okuloj,esperanto
okuloj,alicio,esperanto
alicio,amike,esperanto
amike,salutis,esperanto
salutis,sed,esperanto
sed,ne,esperanto
ne,utilas,esperanto
utilas,alparoli,esperanto
alparoli,ĝin,esperanto
ĝin,pensis,esperanto
pensis,ŝi,esperanto
ŝi,ĝis,esperanto
ĝis,la,esperanto
la,oreloj,esperanto
oreloj,aperos,esperanto
aperos,aŭ,esperanto
aŭ,almenaŭ,esperanto
almenaŭ,unu,esperanto
unu,el,esperanto
el,ili,esperanto
ili,post,esperanto
post,unu,esperanto
unu,minuto,esperanto
minuto,jam,esperanto
jam,aperis,esperanto
aperis,la,esperanto
la,tuta,esperanto
tuta,kapo,esperanto
kapo,alicio,esperanto
alicio,demetis,esperanto
demetis,sian,esperanto
sian,fenikopteron,esperanto
fenikopteron,kaj,esperanto
kaj,komencis,esperanto
komencis,doni,esperanto
doni,plenan,esperanto
plenan,raporton,esperanto
raporton,pri,esperanto
pri,la,esperanto
la,ludado,esperanto
ludado,ĝojante,esperanto
ĝojante,ke,esperanto
ke,nun,esperanto
nun,ŝi,esperanto
ŝi,havas,esperanto
havas,atentan,esperanto
atentan,aŭskultanton,esperanto
aŭskultanton,la,esperanto
la,kato,esperanto
kato,ŝajne,esperanto
ŝajne,opiniis,esperanto
opiniis,ke,esperanto
ke,jam,esperanto
jam,estas,esperanto
estas,videbla,esperanto
videbla,sufiĉe,esperanto
sufiĉe,da,esperanto
da,lia,esperanto
lia,korpo,esperanto
korpo,kaj,esperanto
kaj,li,esperanto
li,aperigis,esperanto
aperigis,nenion,esperanto
nenion,plu,esperanto
plu,laŭ,esperanto
laŭ,mi,esperanto
mi,oni,esperanto
oni,ludas,esperanto
ludas,tre,esperanto
tre,maljuste,esperanto
maljuste,diris,esperanto
diris,alicio,esperanto
alicio,per,esperanto
per,iom,esperanto
iom,plenda,esperanto
plenda,voĉo,esperanto
voĉo,kaj,esperanto
kaj,ĉiuj,esperanto
ĉiuj,tiel,esperanto
tiel,laŭte,esperanto
laŭte,malpacas,esperanto
malpacas,ke,esperanto
ke,mi,esperanto
mi,ne,esperanto
ne,povas,esperanto
povas,aŭdi,esperanto
aŭdi,mian,esperanto
mian,propran,esperanto
propran,voĉon,esperanto
voĉon,oni,esperanto
oni,ne,esperanto
ne,havas,esperanto
havas,definitivajn,esperanto
definitivajn,regulojn,esperanto
regulojn,aŭ,esperanto
aŭ,se,esperanto
se,ekzistas,esperanto
ekzistas,tiaj,esperanto
tiaj,oni,esperanto
oni,ne,esperanto
ne,atentas,esperanto
atentas,ilin,esperanto
ilin,ankaŭ,esperanto
ankaŭ,vi,esperanto
vi,ne,esperanto
ne,povas,esperanto
povas,imagi,esperanto
imagi,kiel,esperanto
kiel,konfuzige,esperanto
konfuzige,estas,esperanto
estas,ke,esperanto
ke,ĉiuj,esperanto
ĉiuj,ludiloj—pilkoj,esperanto
ludiloj—pilkoj,arkoj,esperanto
arkoj,ktp,esperanto
ktp,estas,esperanto
estas,vivaj,esperanto
vivaj,ekzemple,esperanto
ekzemple,jen,esperanto
jen,la,esperanto
la,arko,esperanto
arko,kiun,esperanto
kiun,mi,esperanto
mi,devas,esperanto
devas,celi,esperanto
celi,promenas,esperanto
promenas,ĉe,esperanto
ĉe,la,esperanto
la,alia,esperanto
alia,bordo,esperanto
bordo,de,esperanto
de,la,esperanto
la,ludejo,esperanto
ludejo,kaj,esperanto
kaj,ĵus,esperanto
ĵus,kiam,esperanto
kiam,mi,esperanto
mi,volis,esperanto
volis,martelumi,esperanto
martelumi,la,esperanto
la,pilkon,esperanto
pilkon,de,esperanto
de,la,esperanto
la,damo,esperanto
damo,ĝi,esperanto
ĝi,forkuris,esperanto
forkuris,de,esperanto
de,la,esperanto
la,mia,esperanto
mia,ĉu,esperanto
ĉu,vi,esperanto
vi,trovas,esperanto
trovas,la,esperanto
la,damon,esperanto
damon,agrabla,esperanto
agrabla,diris,esperanto
diris,la,esperanto
la,kato,esperanto
kato,per,esperanto
per,mallaŭta,esperanto
mallaŭta,voĉo,esperanto
voĉo,tute,esperanto
tute,ne,esperanto
ne,respondis,esperanto
respondis,alicio,esperanto
alicio,ŝi,esperanto
ŝi,ja,esperanto
ja,estas,esperanto
estas,tiel,esperanto
tiel,ekstreme—,esperanto
ekstreme—,en,esperanto
en,tiu,esperanto
tiu,momento,esperanto
momento,ŝi,esperanto
ŝi,rimarkis,esperanto
rimarkis,ke,esperanto
ke,la,esperanto
la,damo,esperanto
damo,staras,esperanto
staras,malantaŭ,esperanto
malantaŭ,ŝi,esperanto
ŝi,kaj,esperanto
kaj,aŭskultas,esperanto
aŭskultas,do,esperanto
do,ŝi,esperanto
ŝi,daŭrigis,esperanto
daŭrigis,—lerta,esperanto
—lerta,kaj,esperanto
kaj,trafema,esperanto
trafema,ke,esperanto
ke,neniu,esperanto
neniu,alia,esperanto
alia,havas,esperanto
havas,eĉ,esperanto
eĉ,la,esperanto
la,plej,esperanto
plej,malgrandan,esperanto
malgrandan,venkŝancon,esperanto
venkŝancon,la,esperanto
la,damo,esperanto
damo,ridetis,esperanto
ridetis,afable,esperanto
afable,kaj,esperanto
kaj,preterpasis,esperanto
preterpasis,kiun,esperanto
kiun,ajn,esperanto
ajn,vi,esperanto
vi,alparolas,esperanto
alparolas,diris,esperanto
diris,la,esperanto
la,reĝo,esperanto
reĝo,alvenante,esperanto
alvenante,antaŭ,esperanto
antaŭ,alicion,esperanto
alicion,kaj,esperanto
kaj,rigardante,esperanto
rigardante,el,esperanto
el,larĝe,esperanto
larĝe,malfermitaj,esperanto
malfermitaj,okuloj,esperanto
okuloj,la,esperanto
la,katkapon,esperanto
katkapon,unu,esperanto
unu,mian,esperanto
mian,amikon,esperanto
amikon,alicio,esperanto
alicio,ĝentile,esperanto
ĝentile,respondis,esperanto
respondis,permesu,esperanto
permesu,ke,esperanto
ke,mi,esperanto
mi,prezentu,esperanto
prezentu,al,esperanto
al,vi—la,esperanto
vi—la,ĉeŝŝa,esperanto
ĉeŝŝa,katon,esperanto
katon,mi,esperanto
mi,tute,esperanto
tute,ne,esperanto
ne,aprobas,esperanto
aprobas,ĝian,esperanto
ĝian,aspekton,esperanto
aspekton,diris,esperanto
diris,la,esperanto
la,reĝo,esperanto
reĝo,tamen,esperanto
tamen,se,esperanto
se,al,esperanto
al,ĝi,esperanto
ĝi,plaĉos,esperanto
plaĉos,mi,esperanto
mi,permesos,esperanto
permesos,al,esperanto
al,ĝi,esperanto
ĝi,kisi,esperanto
kisi,mian,esperanto
mian,manon,esperanto
manon,tio,esperanto
tio,ne,esperanto
ne,plaĉas,esperanto
plaĉas,diris,esperanto
diris,la,esperanto
la,kato,esperanto
kato,la,esperanto
la,reĝo,esperanto
reĝo,metis,esperanto
metis,sian,esperanto
sian,reĝan,esperanto
reĝan,korpon,esperanto
korpon,por,esperanto
por,protekto,esperanto
protekto,malantaŭ,esperanto
malantaŭ,alicion,esperanto
alicion,vi,esperanto
vi,ne,esperanto
ne,insultu,esperanto
insultu,diris,esperanto
diris,li,esperanto
li,el,esperanto
el,tiu,esperanto
tiu,rifuĝejo,esperanto
rifuĝejo,kaj—ne,esperanto
kaj—ne,rigardu,esperanto
rigardu,min,esperanto
min,la,esperanto
la,kato,esperanto
kato,ja,esperanto
ja,rajtas,esperanto
rajtas,rigardi,esperanto
rigardi,vin13,esperanto
vin13,diris,esperanto
diris,alicio,esperanto
alicio,tion,esperanto
tion,mi,esperanto
mi,certe,esperanto
certe,legis,esperanto
legis,en,esperanto
en,iu,esperanto
iu,libro,esperanto
libro,kvankam,esperanto
kvankam,mi,esperanto
mi,ne,esperanto
ne,povas,esperanto
povas,rememori,esperanto
rememori,la,esperanto
la,titolon,esperanto
titolon,tamen,esperanto
tamen,ĝi,esperanto
ĝi,devas,esperanto
devas,esti,esperanto
esti,formovita,esperanto
formovita,diris,esperanto
diris,la,esperanto
la,reĝo,esperanto
reĝo,fortemfaze,esperanto
fortemfaze,kaj,esperanto
kaj,alvokinte,esperanto
alvokinte,la,esperanto
la,damon,esperanto
damon,kiu,esperanto
kiu,en,esperanto
en,tiu,esperanto
tiu,momento,esperanto
momento,preterpasas,esperanto
preterpasas,mi,esperanto
mi,tre,esperanto
tre,volas,esperanto
volas,diris,esperanto
diris,li,esperanto
li,ke,esperanto
ke,vi,esperanto
vi,karulino,esperanto
karulino,formovigu,esperanto
formovigu,tiun,esperanto
tiun,katon,esperanto
katon,por,esperanto
por,forigi,esperanto
forigi,ĉiujn,esperanto
ĉiujn,malagrablaĵojn,esperanto
malagrablaĵojn,ĉu,esperanto
ĉu,gravaj,esperanto
gravaj,ĉu,esperanto
ĉu,trivialaj,esperanto
trivialaj,la,esperanto
la,damo,esperanto
damo,ja,esperanto
ja,havis,esperanto
havis,ĉiam,esperanto
ĉiam,la,esperanto
la,saman,esperanto
saman,rimedon,esperanto
rimedon,senkapigu,esperanto
senkapigu,ĝin,esperanto
ĝin,ŝi,esperanto
ŝi,diris,esperanto
diris,eĉ,esperanto
eĉ,ne,esperanto
ne,turnante,esperanto
turnante,la,esperanto
la,kapon,esperanto
kapon,por,esperanto
por,rigardi,esperanto
rigardi,do,esperanto
do,mi,esperanto
mi,venigos,esperanto
venigos,mem,esperanto
mem,la,esperanto
la,ekzekutiston,esperanto
ekzekutiston,diris,esperanto
diris,la,esperanto
la,reĝo,esperanto
reĝo,kaj,esperanto
kaj,tiucele,esperanto
tiucele,li,esperanto
li,tuj,esperanto
tuj,rapidis,esperanto
rapidis,for,esperanto
for,en,esperanto
en,tiu,esperanto
tiu,momento,esperanto
momento,alicio,esperanto
alicio,ekaŭdis,esperanto
ekaŭdis,la,esperanto
la,voĉon,esperanto
voĉon,de,esperanto
de,la,esperanto
la,damo,esperanto
damo,kiu,esperanto
kiu,malproksime,esperanto
malproksime,kriegas,esperanto
kriegas,furioze,esperanto
furioze,jam,esperanto
jam,tri,esperanto
tri,ludantojn,esperanto
ludantojn,la,esperanto
la,damo,esperanto
damo,mortkondamnis,esperanto
mortkondamnis,nur,esperanto
nur,pro,esperanto
pro,neĉeesto,esperanto
neĉeesto,en,esperanto
en,siaj,esperanto
siaj,vicoj,esperanto
vicoj,la,esperanto
la,ludado,esperanto
ludado,fariĝis,esperanto
fariĝis,tiel,esperanto
tiel,miksita,esperanto
miksita,ke,esperanto
ke,alicio,esperanto
alicio,neniel,esperanto
neniel,povis,esperanto
povis,certiĝi,esperanto
certiĝi,kiam,esperanto
kiam,ŝi,esperanto
ŝi,havas,esperanto
havas,la,esperanto
la,vicon,esperanto
vicon,do,esperanto
do,ŝi,esperanto
ŝi,prudente,esperanto
prudente,decidiĝis,esperanto
decidiĝis,reiri,esperanto
reiri,por,esperanto
por,eltrovi,esperanto
eltrovi,se,esperanto
se,eble,esperanto
eble,la,esperanto
la,nunan,esperanto
nunan,staton,esperanto
staton,de,esperanto
de,la,esperanto
la,ludo,esperanto
ludo,kaj,esperanto
kaj,serĉi,esperanto
serĉi,sian,esperanto
sian,erinacon,esperanto
erinacon,sian,esperanto
sian,erinacon,esperanto
erinacon,ŝi,esperanto
ŝi,trovis,esperanto
trovis,batalanta,esperanto
batalanta,kontraŭ,esperanto
kontraŭ,alia,esperanto
alia,erinaco,esperanto
erinaco,jen,esperanto
jen,tre,esperanto
tre,oportuna,esperanto
oportuna,momento,esperanto
momento,por,esperanto
por,martelumi,esperanto
martelumi,ilin,esperanto
ilin,unu,esperanto
unu,per,esperanto
per,alia,esperanto
alia,sed,esperanto
sed,unu,esperanto
unu,cirkonstanco,esperanto
cirkonstanco,malhelpis,esperanto
malhelpis,ŝia,esperanto
ŝia,fenikoptero,esperanto
fenikoptero,forestis,esperanto
forestis,en,esperanto
en,alia,esperanto
alia,parto,esperanto
parto,de,esperanto
de,la,esperanto
la,ĝardeno,esperanto
ĝardeno,kie,esperanto
kie,laŭ,esperanto
laŭ,la,esperanto
la,informo,esperanto
informo,de,esperanto
de,ŝiaj,esperanto
ŝiaj,okuloj,esperanto
okuloj,ĝi,esperanto
ĝi,klopodadas,esperanto
klopodadas,per,esperanto
per,tre,esperanto
tre,mallertaj,esperanto
mallertaj,flugpenoj,esperanto
flugpenoj,levi,esperanto
levi,sin,esperanto
sin,sur,esperanto
sur,arbon,esperanto
arbon,ŝi,esperanto
ŝi,rekaptis,esperanto
rekaptis,la,esperanto
la,fenikopteron,esperanto
fenikopteron,kaj,esperanto
kaj,reportis,esperanto
reportis,al,esperanto
al,sia,esperanto
sia,ludloko,esperanto
ludloko,sed,esperanto
sed,la,esperanto
la,batalo,esperanto
batalo,jam,esperanto
jam,finiĝis,esperanto
finiĝis,kaj,esperanto
kaj,neniu,esperanto
neniu,el,esperanto
el,la,esperanto
la,erinacoj,esperanto
erinacoj,restis,esperanto
restis,videbla,esperanto
videbla,tio,esperanto
tio,tamen,esperanto
tamen,ne,esperanto
ne,estas,esperanto
estas,tre,esperanto
tre,grava,esperanto
grava,pensis,esperanto
pensis,alicio,esperanto
alicio,ĉar,esperanto
ĉar,ankaŭ,esperanto
ankaŭ,malaperis,esperanto
malaperis,ĉiuj,esperanto
ĉiuj,arkoj,esperanto
arkoj,do,esperanto
do,pakinte,esperanto
pakinte,la,esperanto
la,fenikopteron,esperanto
fenikopteron,sub,esperanto
sub,la,esperanto
la,brako,esperanto
brako,por,esperanto
por,ke,esperanto
ke,ĝi,esperanto
ĝi,ne,esperanto
ne,ree,esperanto
ree,foriĝu,esperanto
foriĝu,ŝi,esperanto
ŝi,reiris,esperanto
reiris,al,esperanto
al,la,esperanto
la,kato,esperanto
kato,en,esperanto
en,la,esperanto
la,espero,esperanto
espero,iom,esperanto
iom,pli,esperanto
pli,babiladi,esperanto
babiladi,kun,esperanto
kun,ĝi,esperanto
ĝi,ĉirkaŭ,esperanto
ĉirkaŭ,la,esperanto
la,kato,esperanto
kato,la,esperanto
la,gastoj,esperanto
gastoj,grandamase,esperanto
grandamase,kolektiĝis,esperanto
kolektiĝis,kaj,esperanto
kaj,forta,esperanto
forta,disputado,esperanto
